Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type,Room_Rate,Additional_Room_Cost,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID,Competitor_Room_Rate,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
1592,Timothy Christian,Male,29,Algeria,1592,5/10/2016,4,Single,1151.421072,679.6988543,Yes,Phone,2,Leisure,1,2,3558.376642,6.485,Loyalty Offer,Luxury Stay,1,Budget,Third-party,Concert,No
1593,Mitchell Anthony,Male,45,Kenya,1593,5/11/2016,1,Suite,664.2299536,300,No,Online Travel Agency,2,Event,1,2,3649.914418,9.736,Seasonal Discount,Oxford Road,4,Premium,Direct,Festival,No
1594,Steven Taylor,Male,67,Nigeria,1594,5/12/2016,4,Deluxe,842.727479,825.5825417,No,Phone,5,Leisure,2,1,4155.103847,7.248,Event Special,Luxury Stay,5,Budget,Online,Sports Event,No
1595,Jennifer Alexander,Male,49,Nigeria,1595,5/13/2016,2,Deluxe,1573.587125,954.0472411,Yes,Online Travel Agency,3,Business,3,2,4464.105212,9.012,Seasonal Discount,Oxford Road,3,Competitive,Direct,Concert,No
1596,Beverly King,Male,58,Ghana,1596,5/14/2016,14,Suite,1078.520618,505.5704782,Yes,Phone,5,Other,1,2,2920.52053,9.857,Loyalty Offer,Oxford Road,4,Premium,Direct,Sports Event,No
1597,Steve Obrien,Male,18,Egypt,1597,5/15/2016,3,Single,1810.642805,1317.468006,No,Phone,4,Leisure,1,2,1419.501355,5.351,Seasonal Discount,Blue Roof Hotel,2,Budget,Online,Conference,Yes
1598,Dana George,Female,21,Ghana,1598,5/16/2016,5,Double,1610.138269,563.8141689,No,Event,3,Business,3,1,4132.45505,8.346,Event Special,Luxury Stay,2,Premium,Third-party,None,No
1599,Robert Parsons,Female,20,Zimbabwe,1599,5/17/2016,3,Deluxe,500,1142.19234,Yes,Direct,2,Leisure,2,1,1124.533811,9.106,Event Special,Luxury Stay,1,Competitive,Online,Sports Event,No
1600,Phillip Li,Male,20,Nigeria,1600,5/18/2016,14,Suite,1004.75029,676.9468067,Yes,Online Travel Agency,1,Leisure,1,1,1316.168024,5.045,Loyalty Offer,Blue Roof Hotel,3,Premium,Direct,Sports Event,No
1601,Nichole Singleton,Male,63,Zimbabwe,1601,5/19/2016,10,Deluxe,1829.307187,1189.284264,Yes,Phone,3,Event,1,2,3999.760254,5.423,None,Luxury Stay,3,Premium,Third-party,Festival,No
1602,Dr. Arthur Miller,Female,35,Egypt,1602,5/20/2016,1,Single,1137.844305,892.4719697,No,Direct,2,Leisure,2,1,3025.70337,8.135,Event Special,Oxford Road,4,Budget,Direct,None,No
1603,Michael Harris,Female,30,Kenya,1603,5/21/2016,1,Double,1195.98135,360.3027193,No,Event,2,Business,1,4,2911.623036,7.771,Event Special,Bahamas Luxury,3,Budget,Online,None,Yes
1604,Kimberly Little,Male,70,Zimbabwe,1604,5/22/2016,4,Single,1551.695388,1200.634828,No,Walk-In,4,Event,1,2,1050.508164,5.486,None,Luxury Stay,2,Budget,Direct,Sports Event,No
1605,Heather Anderson,Male,57,Zimbabwe,1605,5/23/2016,5,Single,1890.06474,1166.883582,No,Event,2,Business,2,1,2119.495193,9.842,None,Luxury Stay,4,Competitive,Third-party,Festival,No
1606,Kathryn Schaefer,Male,59,Nigeria,1606,5/24/2016,7,Single,1291.617604,666.0484689,Yes,Walk-In,2,Event,2,2,847.5095896,6.417,Event Special,Oxford Road,2,Competitive,Direct,Festival,No
1607,Karen Livingston,Male,41,Ghana,1607,5/25/2016,14,Single,1244.276549,1208.61683,No,Direct,2,Event,1,3,4466.813636,9.379,Event Special,Blue Roof Hotel,5,Competitive,Online,Concert,No
1608,Jennifer Higgins,Male,24,Nigeria,1608,5/26/2016,2,Deluxe,1328.868049,1017.445773,No,Walk-In,2,Business,1,3,2074.810068,8.523,Seasonal Discount,Bahamas Luxury,1,Competitive,Direct,Conference,No
1609,Gary Farmer,Male,40,Ghana,1609,5/27/2016,4,Single,1080.37805,925.4459024,Yes,Direct,4,Business,1,3,3763.559733,9.397,Loyalty Offer,Bahamas Luxury,4,Competitive,Agent,Festival,Yes
1610,Joshua Campbell,Male,69,Algeria,1610,5/28/2016,3,Single,1636.719169,963.098592,No,Event,4,Business,2,3,3395.686979,7.999,Loyalty Offer,Blue Roof Hotel,3,Competitive,Online,Festival,No
1611,Shawn Miller Jr.,Male,32,Ghana,1611,5/29/2016,5,Double,1425.253427,1214.739607,No,Online Travel Agency,3,Event,4,4,2907.089951,9.42,None,Luxury Stay,4,Premium,Third-party,None,No
1612,Nathan Graham,Male,63,Egypt,1612,5/30/2016,3,Suite,847.330151,686.3513514,Yes,Walk-In,1,Leisure,2,2,3289.884848,8.501,Loyalty Offer,Blue Roof Hotel,5,Competitive,Third-party,Concert,No
1613,Sarah Wood,Male,18,Egypt,1613,5/31/2016,10,Double,1386.493877,923.2298464,No,Phone,2,Leisure,3,2,1227.940597,7.303,Event Special,Blue Roof Hotel,5,Budget,Agent,Festival,No
1614,Hannah Wood,Male,38,Egypt,1614,6/1/2016,10,Suite,1076.77621,741.3717284,Yes,Direct,1,Other,2,2,2842.379089,6.147,None,Blue Roof Hotel,2,Competitive,Direct,Conference,No
1615,Rebecca Silva,Male,54,Morocco,1615,6/2/2016,5,Deluxe,1181.20429,873.2337151,No,Phone,4,Leisure,2,2,1907.191608,9.68,Event Special,Blue Roof Hotel,5,Budget,Third-party,Sports Event,No
1616,Peggy Stevens,Male,50,Uganda,1616,6/3/2016,14,Deluxe,870.9890472,773.8298029,No,Phone,2,Event,4,3,2917.448394,9.003,None,Luxury Stay,3,Budget,Online,Sports Event,No
1617,Benjamin Banks,Male,54,Zimbabwe,1617,6/4/2016,5,Suite,1636.448866,770.2120545,No,Phone,4,Business,5,4,1805.349674,7.641,Loyalty Offer,Bahamas Luxury,1,Budget,Direct,Sports Event,No
1618,Tammy Wagner,Male,36,Nigeria,1618,6/5/2016,5,Single,1123.380879,648.0621938,Yes,Walk-In,4,Business,4,2,1191.947321,6.223,None,Blue Roof Hotel,2,Competitive,Online,None,No
1619,Benjamin Maddox,Female,68,Nigeria,1619,6/6/2016,2,Suite,725.6628094,1704.052409,No,Walk-In,2,Business,3,3,1263.443655,5.985,None,Bahamas Luxury,3,Competitive,Online,Concert,No
1620,Kristin Wood,Male,53,Nigeria,1620,6/7/2016,7,Double,1521.632702,1420.232933,No,Online Travel Agency,2,Leisure,2,3,1304.04447,6.793,Loyalty Offer,Bahamas Luxury,4,Budget,Online,Conference,No
1621,Theodore Greene,Male,43,Nigeria,1621,6/8/2016,5,Double,1544.608773,652.6538898,Yes,Event,1,Leisure,4,4,3761.161915,7.063,None,Luxury Stay,5,Competitive,Online,Sports Event,No
1622,Heather Myers,Male,48,Kenya,1622,6/9/2016,4,Double,1090.990496,385.3381133,Yes,Event,2,Other,1,1,2917.303589,9.062,Event Special,Bahamas Luxury,1,Premium,Third-party,Concert,No
1623,Christopher Tyler,Male,49,Egypt,1623,6/10/2016,1,Single,546.9457859,1086.612111,No,Direct,3,Other,3,4,2918.215922,5.693,Loyalty Offer,Bahamas Luxury,3,Budget,Direct,Concert,No
1624,Adam Smith,Male,33,Ghana,1624,6/11/2016,5,Double,752.3566723,1018.016469,Yes,Direct,2,Event,2,1,1744.132477,7.748,None,Blue Roof Hotel,3,Competitive,Third-party,Concert,No
1625,Steven Gibbs,Female,42,Ghana,1625,6/12/2016,14,Deluxe,826.5237147,459.8545244,Yes,Phone,5,Other,1,3,3851.815053,6.368,Seasonal Discount,Bahamas Luxury,1,Premium,Third-party,Festival,No
1626,Christina Sanchez,Male,40,Uganda,1626,6/13/2016,7,Suite,1390.642655,1030.707505,No,Walk-In,1,Leisure,2,2,1957.155454,6.213,None,Bahamas Luxury,3,Budget,Agent,Conference,Yes
1627,Angela Ellis,Male,20,Zimbabwe,1627,6/14/2016,2,Suite,1345.284744,423.6396897,Yes,Phone,3,Event,1,1,2006.835348,5.491,None,Luxury Stay,5,Premium,Agent,None,No
1628,Daniel Ortiz,Male,41,Ghana,1628,6/15/2016,3,Deluxe,1738.333819,1257.304648,No,Walk-In,1,Other,4,1,944.1046362,5.763,Event Special,Oxford Road,1,Premium,Agent,Concert,No
1629,Steven Zimmerman,Male,51,Algeria,1629,6/16/2016,5,Single,1379.822528,365.2523711,No,Event,3,Business,1,1,2328.718956,9.842,None,Luxury Stay,3,Premium,Agent,Festival,No
1630,Robert Ross,Male,60,Tanzania,1630,6/17/2016,1,Single,1447.284579,916.0867763,No,Direct,3,Event,1,1,2328.719574,5.456,Event Special,Bahamas Luxury,3,Budget,Third-party,None,No
1631,Antonio Porter,Male,70,Kenya,1631,6/18/2016,2,Suite,2161.808186,996.3694408,No,Online Travel Agency,5,Business,2,2,2623.687236,5.592,Event Special,Oxford Road,5,Competitive,Online,Sports Event,No
1632,Stephanie Gutierrez,Male,26,Uganda,1632,6/19/2016,2,Single,1023.473198,886.5132943,No,Walk-In,2,Other,1,2,1799.435338,6.766,Event Special,Bahamas Luxury,4,Competitive,Online,Concert,Yes
1633,Crystal Sosa,Male,59,Nigeria,1633,6/20/2016,3,Suite,1448.354159,652.5703008,No,Direct,1,Leisure,4,4,1398.70968,9.721,Seasonal Discount,Blue Roof Hotel,1,Competitive,Direct,Concert,No
1634,Chris Gonzalez,Male,65,Nigeria,1634,6/21/2016,5,Single,911.0886787,744.111517,Yes,Event,3,Other,2,3,2481.93643,7.882,None,Blue Roof Hotel,5,Competitive,Agent,None,Yes
1635,Nathan Allen,Male,63,South Africa,1635,6/22/2016,7,Suite,1590.621042,823.3398828,No,Event,2,Other,2,1,1976.453893,6.135,None,Blue Roof Hotel,5,Premium,Direct,Sports Event,Yes
1636,Scott Bailey,Male,33,Egypt,1636,6/23/2016,4,Double,1453.449251,1009.110524,Yes,Phone,4,Leisure,4,3,2179.386718,9.61,Seasonal Discount,Luxury Stay,1,Competitive,Direct,Concert,No
1637,Elizabeth Campbell,Male,37,Ghana,1637,6/24/2016,5,Deluxe,1134.68969,817.4335327,No,Phone,1,Leisure,1,3,1669.050278,7.225,None,Bahamas Luxury,3,Premium,Online,None,Yes
1638,Nicole Campbell,Female,32,Nigeria,1638,6/25/2016,2,Double,1568.869542,1120.710677,No,Event,3,Other,1,1,1904.666993,8.336,Seasonal Discount,Blue Roof Hotel,1,Competitive,Agent,Conference,No
1639,Kimberly Morris,Male,56,Ghana,1639,6/26/2016,14,Double,1553.096183,784.8726319,No,Direct,4,Leisure,2,3,2227.887831,7.365,Event Special,Luxury Stay,1,Budget,Direct,None,Yes
1640,Jacqueline Harvey,Male,55,Tanzania,1640,6/27/2016,10,Deluxe,888.5525182,915.990811,No,Online Travel Agency,3,Leisure,2,3,3256.29087,5.025,None,Oxford Road,3,Budget,Agent,Festival,Yes
1641,Brittany Reese,Male,53,Nigeria,1641,6/28/2016,5,Double,875.0804871,969.0263874,No,Phone,5,Other,3,1,3190.894063,5.255,Loyalty Offer,Blue Roof Hotel,2,Premium,Agent,None,No
1642,Diane Sweeney,Male,29,Egypt,1642,6/29/2016,4,Suite,811.2156522,685.1190602,No,Event,5,Leisure,2,1,4219.678827,7.744,None,Blue Roof Hotel,5,Budget,Online,None,No
1643,Ricardo Hughes,Male,56,Morocco,1643,6/30/2016,10,Suite,551.1263504,545.7802121,No,Event,4,Event,1,3,4470.349498,5.405,Event Special,Oxford Road,1,Premium,Third-party,Sports Event,No
1644,Destiny Fisher,Female,46,Egypt,1644,7/1/2016,4,Suite,500,1165.113175,No,Direct,1,Business,2,4,4439.21561,9.199,None,Blue Roof Hotel,5,Competitive,Online,Conference,No
1645,Mary Wright,Female,53,Tanzania,1645,7/2/2016,2,Suite,952.6494791,678.0848239,No,Direct,3,Event,2,2,4244.465492,9.16,Event Special,Bahamas Luxury,4,Budget,Online,None,No
1646,Christine Sparks,Female,60,Zimbabwe,1646,7/3/2016,1,Single,1325.659177,970.7771725,No,Walk-In,5,Leisure,3,3,2981.594879,8.159,Event Special,Bahamas Luxury,2,Premium,Online,Sports Event,No
1647,Andrea Robertson,Male,49,Tanzania,1647,7/4/2016,7,Suite,1175.390102,490.4469828,No,Walk-In,4,Event,3,1,1293.112118,5.149,None,Bahamas Luxury,5,Budget,Online,Festival,Yes
1648,Brian Thompson,Male,63,Nigeria,1648,7/5/2016,2,Double,1223.10525,867.2284492,No,Phone,1,Other,1,1,1552.112398,7.934,Loyalty Offer,Bahamas Luxury,3,Budget,Online,Festival,No
1649,Frederick Valencia,Female,35,Algeria,1649,7/6/2016,7,Single,1171.338746,436.9820319,No,Phone,5,Business,1,4,4419.959545,8.736,None,Bahamas Luxury,5,Competitive,Online,Concert,No
1650,Jorge Mullins,Male,59,Nigeria,1650,7/7/2016,14,Double,1059.535446,995.6628112,No,Online Travel Agency,5,Leisure,2,4,2015.302439,5.285,None,Luxury Stay,3,Competitive,Direct,None,No
1651,Richard Boyd,Male,32,South Africa,1651,7/8/2016,4,Single,936.7022483,588.6862636,No,Direct,2,Other,2,1,2060.130984,5.104,None,Luxury Stay,1,Competitive,Third-party,None,No
1652,Douglas Mcneil,Male,58,Nigeria,1652,7/9/2016,4,Single,1677.797211,971.7238576,No,Event,4,Event,1,4,2757.667328,5.027,Loyalty Offer,Blue Roof Hotel,5,Budget,Agent,Concert,No
1653,Kevin Grant,Male,68,Nigeria,1653,7/10/2016,14,Double,1371.570145,811.3042397,No,Phone,3,Event,5,3,811.2655983,5.01,None,Bahamas Luxury,1,Competitive,Direct,Concert,No
1654,Carlos Forbes,Male,53,Morocco,1654,7/11/2016,14,Deluxe,1567.870311,1287.412954,Yes,Online Travel Agency,5,Leisure,1,2,2844.13426,6.057,Loyalty Offer,Oxford Road,2,Premium,Third-party,None,Yes
1655,Kristin Price,Male,55,Ghana,1655,7/12/2016,10,Suite,1260.217886,854.9633965,No,Walk-In,4,Business,3,2,1352.397952,7.808,Loyalty Offer,Luxury Stay,1,Competitive,Agent,Festival,No
1656,Jennifer Bates,Female,49,Egypt,1656,7/13/2016,5,Deluxe,1943.535942,1356.589518,Yes,Phone,5,Other,2,1,2445.125663,5.074,Event Special,Bahamas Luxury,5,Competitive,Online,Conference,No
1657,Justin Harrington DVM,Female,52,Zimbabwe,1657,7/14/2016,7,Double,734.3574639,1432.611449,No,Walk-In,2,Business,2,3,1119.076182,6.345,None,Luxury Stay,3,Premium,Direct,Conference,No
1658,Samuel Chambers,Male,64,South Africa,1658,7/15/2016,7,Double,1323.805803,1142.512013,No,Phone,2,Other,2,2,1490.370447,8.927,None,Oxford Road,4,Budget,Online,Festival,Yes
1659,Kimberly Davis,Male,49,Tanzania,1659,7/16/2016,3,Single,1126.736304,921.9501621,No,Walk-In,2,Other,2,4,2193.199146,7.047,None,Oxford Road,3,Budget,Online,Festival,No
1660,Elizabeth Lucas,Male,37,Algeria,1660,7/17/2016,4,Suite,1582.399901,362.6488904,Yes,Walk-In,1,Other,5,3,2742.887008,9.326,None,Oxford Road,3,Budget,Direct,None,No
1661,Andrea Carter,Male,37,Morocco,1661,7/18/2016,14,Double,1947.250745,531.3182202,Yes,Phone,5,Event,2,2,3129.167387,7.468,Seasonal Discount,Luxury Stay,4,Budget,Third-party,Sports Event,No
1662,Jennifer Sloan,Female,55,Egypt,1662,7/19/2016,1,Deluxe,944.1544041,483.5942461,No,Direct,1,Business,1,3,4378.501725,7.63,Seasonal Discount,Luxury Stay,5,Budget,Agent,Concert,Yes
1663,Brandon Bryant,Male,41,Morocco,1663,7/20/2016,7,Suite,1324.968365,331.488036,No,Online Travel Agency,3,Other,4,3,1190.541897,7.003,Seasonal Discount,Bahamas Luxury,2,Premium,Direct,Concert,No
1664,Christopher Howard,Male,30,Egypt,1664,7/21/2016,2,Double,1398.885387,798.3162211,Yes,Phone,4,Other,2,1,1196.788913,9.406,None,Oxford Road,5,Budget,Agent,Conference,No
1665,Kaitlyn Lin,Male,64,Morocco,1665,7/22/2016,4,Double,593.64729,349.2662862,No,Online Travel Agency,3,Business,4,1,807.4307843,6.393,Event Special,Oxford Road,1,Premium,Third-party,Sports Event,No
1666,Nathan Garcia,Male,34,Egypt,1666,7/23/2016,5,Deluxe,500,1067.56416,No,Event,1,Leisure,2,1,1830.245172,6.318,Event Special,Luxury Stay,1,Budget,Online,Festival,No
1667,Linda Brown,Male,51,Egypt,1667,7/24/2016,5,Deluxe,1122.161734,997.6676996,No,Online Travel Agency,4,Other,1,2,3766.908014,9.695,Seasonal Discount,Oxford Road,1,Premium,Third-party,Concert,No
1668,Gregory Smith,Male,48,Ghana,1668,7/25/2016,3,Deluxe,1160.932746,771.3591363,Yes,Walk-In,5,Leisure,1,1,3272.676242,5.712,Event Special,Oxford Road,4,Competitive,Online,None,No
1669,Dylan Powell,Male,45,Nigeria,1669,7/26/2016,2,Deluxe,1644.878116,752.5358845,No,Event,2,Leisure,5,4,3828.131714,5.032,Seasonal Discount,Blue Roof Hotel,1,Competitive,Direct,Concert,No
1670,Cindy King,Male,56,Nigeria,1670,7/27/2016,10,Double,1297.998742,791.7293884,No,Event,4,Event,1,3,4443.330906,8.452,Loyalty Offer,Oxford Road,4,Competitive,Agent,None,Yes
1671,Barbara Stanton,Male,21,Algeria,1671,7/28/2016,4,Double,1117.810084,944.2516756,No,Walk-In,1,Business,1,4,4238.45415,5.581,Event Special,Blue Roof Hotel,3,Budget,Direct,Concert,No
1672,April Wright,Female,40,Tanzania,1672,7/29/2016,3,Single,1235.355861,670.6179696,No,Direct,2,Other,1,2,3384.08173,7.668,None,Bahamas Luxury,5,Budget,Direct,Sports Event,No
1673,Bruce Scott,Male,19,South Africa,1673,7/30/2016,1,Suite,1739.175405,1100.451905,No,Online Travel Agency,4,Business,2,3,884.665857,6.299,None,Blue Roof Hotel,5,Competitive,Online,Concert,Yes
1674,Angela Lee,Male,32,Egypt,1674,7/31/2016,4,Suite,1168.106188,678.7237404,No,Event,2,Leisure,1,4,1037.755987,6.631,Event Special,Luxury Stay,4,Competitive,Third-party,Festival,Yes
1675,Maria Stephens PhD,Male,45,Zimbabwe,1675,8/1/2016,3,Suite,840.4209316,339.2866573,No,Direct,2,Business,3,4,4465.214274,8.7,Event Special,Oxford Road,2,Competitive,Third-party,Sports Event,No
1676,Tara Houston,Female,18,Algeria,1676,8/2/2016,14,Deluxe,1467.890136,546.6323728,Yes,Direct,1,Other,5,3,2353.763548,9.483,Event Special,Luxury Stay,4,Competitive,Third-party,Conference,No
1677,Jeanne Miller,Male,61,Morocco,1677,8/3/2016,7,Double,1877.635631,735.8631504,No,Direct,1,Leisure,2,3,3792.3399,6.134,Loyalty Offer,Bahamas Luxury,1,Budget,Third-party,Conference,No
1678,Daniel Howard,Male,27,South Africa,1678,8/4/2016,7,Double,915.7066898,1100.902176,No,Phone,2,Other,2,3,2801.851179,9.409,Loyalty Offer,Bahamas Luxury,1,Competitive,Agent,Concert,No
1679,Christopher Valentine,Male,53,Nigeria,1679,8/5/2016,7,Deluxe,500,468.0131536,No,Event,4,Event,2,1,4251.320116,8.903,Seasonal Discount,Bahamas Luxury,5,Budget,Third-party,None,No
1680,Barbara Pham,Female,32,Egypt,1680,8/6/2016,1,Deluxe,1258.99914,596.9647424,Yes,Online Travel Agency,5,Other,2,2,3526.180056,5.505,Event Special,Bahamas Luxury,4,Budget,Direct,Conference,Yes
1681,Felicia Jones,Male,50,Ghana,1681,8/7/2016,5,Double,1726.44247,974.3659956,No,Event,4,Business,1,2,2945.94028,8.715,None,Luxury Stay,5,Budget,Direct,Concert,Yes
1682,Amanda Stuart,Male,44,Algeria,1682,8/8/2016,2,Double,1691.381288,836.7487056,Yes,Phone,3,Event,2,1,2305.232362,5.409,None,Luxury Stay,2,Budget,Agent,Conference,No
1683,Courtney Banks,Male,30,Algeria,1683,8/9/2016,2,Suite,1199.22953,432.6551354,Yes,Direct,3,Event,2,1,2537.611323,6.03,Loyalty Offer,Blue Roof Hotel,5,Premium,Agent,Sports Event,No
1684,Carmen Rodriguez,Male,70,Nigeria,1684,8/10/2016,1,Suite,1387.458432,598.7121112,No,Event,1,Event,2,2,885.7408465,9.378,Seasonal Discount,Bahamas Luxury,5,Competitive,Direct,Conference,Yes
1685,Lori Gutierrez,Male,63,South Africa,1685,8/11/2016,4,Double,500,698.3069734,No,Online Travel Agency,5,Business,1,4,1578.128192,6.427,Loyalty Offer,Luxury Stay,2,Competitive,Direct,Festival,Yes
1686,David Crosby,Male,32,Kenya,1686,8/12/2016,14,Double,2003.744444,737.2517673,No,Direct,5,Business,1,2,4364.490101,6.49,Seasonal Discount,Oxford Road,2,Competitive,Third-party,Sports Event,Yes
1687,Catherine Parks,Male,37,Nigeria,1687,8/13/2016,2,Double,823.1973129,1005.870275,No,Online Travel Agency,5,Business,2,3,2260.645716,6.598,Loyalty Offer,Bahamas Luxury,1,Competitive,Online,Sports Event,No
1688,David Vaughn,Male,47,Tanzania,1688,8/14/2016,2,Deluxe,1696.423678,424.115159,No,Online Travel Agency,5,Event,1,3,1149.175669,9.934,Loyalty Offer,Oxford Road,5,Competitive,Online,Concert,Yes
1689,Jonathan Jennings,Female,69,Tanzania,1689,8/15/2016,10,Deluxe,1224.81292,607.136259,No,Event,1,Business,1,1,2257.424409,6.573,Event Special,Oxford Road,3,Competitive,Direct,Festival,No
1690,Evan Holmes,Female,35,Egypt,1690,8/16/2016,1,Single,994.8285411,1293.626634,No,Direct,2,Event,2,4,1269.420605,6.471,None,Oxford Road,2,Competitive,Direct,Conference,No
1691,Kaylee Beard,Male,24,Zimbabwe,1691,8/17/2016,14,Deluxe,1585.827337,590.5182692,No,Online Travel Agency,2,Business,1,1,3991.462057,9.737,None,Bahamas Luxury,4,Premium,Agent,Conference,No
1692,Lori Martinez,Male,65,Nigeria,1692,8/18/2016,1,Single,859.7428779,1276.383071,No,Event,4,Leisure,2,4,4064.704814,6.119,Event Special,Bahamas Luxury,2,Budget,Online,Conference,No
1693,Brenda Guerra,Female,51,Uganda,1693,8/19/2016,7,Double,1327.813792,586.1781741,Yes,Phone,4,Other,1,1,4144.562921,9.247,Event Special,Luxury Stay,3,Budget,Agent,None,No
1694,Amanda Rodriguez,Female,31,Nigeria,1694,8/20/2016,10,Double,1078.433898,617.4984937,No,Online Travel Agency,1,Business,4,1,881.4332376,6.473,Loyalty Offer,Bahamas Luxury,4,Premium,Agent,Conference,No
1695,Lisa Henderson,Male,40,Nigeria,1695,8/21/2016,5,Suite,946.4440701,1254.420327,Yes,Event,5,Leisure,1,4,3881.249522,5.88,Seasonal Discount,Oxford Road,1,Premium,Third-party,Sports Event,No
1696,Samantha Small,Male,61,Ghana,1696,8/22/2016,14,Deluxe,1736.080974,335.3381833,Yes,Walk-In,5,Other,4,1,2214.751184,5.131,Loyalty Offer,Luxury Stay,5,Budget,Direct,Festival,No
1697,Dean Cruz,Male,18,Nigeria,1697,8/23/2016,1,Deluxe,1308.381776,1194.094165,No,Event,3,Leisure,1,1,1453.186224,7.018,Loyalty Offer,Luxury Stay,4,Budget,Agent,Conference,No
1698,Meagan Webster,Male,40,Morocco,1698,8/24/2016,1,Double,1099.988086,714.2898684,Yes,Phone,4,Business,1,2,1666.507594,8.222,None,Oxford Road,5,Budget,Direct,None,No
1699,Anthony Norris,Male,64,Egypt,1699,8/25/2016,3,Suite,903.4394531,882.9907004,Yes,Phone,2,Business,1,4,2531.027592,5.535,Event Special,Oxford Road,5,Competitive,Agent,Festival,No
1700,Gary Martin,Female,32,Ghana,1700,8/26/2016,10,Suite,1081.402727,825.0254222,No,Direct,4,Leisure,2,2,1879.132735,6.938,Seasonal Discount,Luxury Stay,5,Budget,Direct,Concert,No
1701,Joel Jones,Male,54,Uganda,1701,8/27/2016,4,Double,968.2825266,661.7893174,No,Direct,5,Business,2,2,4011.540545,8.327,Seasonal Discount,Oxford Road,1,Competitive,Direct,None,No
1702,Bruce Wright,Male,23,Tanzania,1702,8/28/2016,3,Suite,1204.086588,1037.035601,No,Phone,5,Leisure,3,2,1257.960552,9.309,None,Oxford Road,5,Premium,Direct,None,No
1703,Kelly Ross,Male,28,Algeria,1703,8/29/2016,14,Double,500,508.5686923,No,Phone,1,Event,2,2,2924.4145,5.145,Event Special,Blue Roof Hotel,3,Budget,Agent,Concert,No
1704,Joseph Thompson,Female,21,Nigeria,1704,8/30/2016,1,Double,1194.992678,1451.352068,Yes,Direct,2,Event,1,1,1993.182276,5.288,Seasonal Discount,Luxury Stay,4,Budget,Third-party,Concert,No
1705,Timothy Mathews,Male,22,Kenya,1705,8/31/2016,14,Suite,978.7236694,1242.444018,Yes,Phone,4,Event,1,3,1234.718588,8.745,None,Bahamas Luxury,5,Budget,Third-party,Concert,No
1706,Penny Boyle,Male,70,Egypt,1706,9/1/2016,5,Deluxe,1326.882465,1405.809236,No,Event,4,Leisure,2,1,1620.617332,6.089,Loyalty Offer,Oxford Road,5,Budget,Agent,Festival,No
1707,James Allen,Male,70,Egypt,1707,9/2/2016,4,Double,761.4744661,533.7210681,Yes,Walk-In,2,Business,3,3,3080.848624,7.535,None,Oxford Road,1,Budget,Online,Sports Event,No
1708,David Simon,Male,48,South Africa,1708,9/3/2016,3,Deluxe,776.645363,1146.597892,No,Online Travel Agency,2,Other,1,2,3759.05244,5.079,Loyalty Offer,Bahamas Luxury,2,Premium,Online,Conference,No
1709,Noah Chen,Male,23,Kenya,1709,9/4/2016,3,Single,1410.187862,1371.107914,No,Phone,2,Other,2,1,3047.157269,7.547,Seasonal Discount,Oxford Road,5,Competitive,Agent,Concert,No
1710,Sarah Nunez,Male,29,Zimbabwe,1710,9/5/2016,10,Double,1336.863349,311.3738791,No,Event,4,Business,1,1,2933.417851,7.859,Loyalty Offer,Blue Roof Hotel,3,Competitive,Online,None,No
1711,Peter Kennedy,Male,31,Kenya,1711,9/6/2016,14,Suite,2347.39811,399.2570013,No,Phone,5,Other,2,2,2484.119616,9.748,Event Special,Bahamas Luxury,5,Budget,Online,Festival,No
1712,Seth Webb,Male,30,Kenya,1712,9/7/2016,4,Suite,1064.470435,782.6247625,No,Online Travel Agency,4,Event,2,1,2600.126766,7.759,None,Bahamas Luxury,4,Competitive,Third-party,None,No
1713,Amanda Smith,Male,25,Nigeria,1713,9/8/2016,14,Double,1340.514241,632.3948225,No,Event,1,Other,2,4,1955.944462,8.83,Loyalty Offer,Blue Roof Hotel,3,Premium,Agent,None,No
1714,Alexis Lowe,Male,23,Algeria,1714,9/9/2016,7,Single,1312.384869,893.0092962,No,Phone,2,Other,2,4,2832.602896,8.299,Seasonal Discount,Oxford Road,3,Competitive,Direct,Conference,No
1715,Frederick Price,Male,28,Nigeria,1715,9/10/2016,14,Deluxe,887.114435,1043.721552,No,Phone,2,Event,1,2,3196.341319,8.738,Loyalty Offer,Bahamas Luxury,1,Competitive,Third-party,Sports Event,Yes
1716,Bobby Martinez,Male,48,Nigeria,1716,9/11/2016,14,Single,1542.390717,968.5635849,No,Online Travel Agency,2,Leisure,2,1,2660.455443,5.077,None,Bahamas Luxury,5,Competitive,Third-party,Conference,Yes
1717,Scott Gonzalez,Male,21,South Africa,1717,9/12/2016,10,Single,1552.230073,965.0416427,No,Phone,4,Other,3,1,1348.866475,5.864,Event Special,Bahamas Luxury,5,Competitive,Third-party,Conference,No
1718,Christine Chavez,Male,52,Uganda,1718,9/13/2016,1,Double,2061.474369,873.4080728,No,Event,3,Event,2,4,3729.011688,9.749,Seasonal Discount,Oxford Road,3,Budget,Agent,Concert,No
